student_id,mental_health_rating,exam_anxiety_score,stress_level,sleep_hours,diet_quality,exercise_frequency,exam_score,Pass_Fail
158719,6.3,6,9.2,5.9,Good,7,98,1
158722,4.6,10,5.9,8.8,Fair,0,100,1
158726,9.9,8,1.2,5.7,Good,3,92,1
158732,6.5,8,6.1,5.3,Fair,3,100,1
158735,9.3,10,3.3,8.1,Good,6,78,1
158764,8.0,5,2.4,7.5,Good,1,97,1
158769,5.4,6,5.4,6.6,Poor,6,98,1
158772,7.3,10,2.9,7.0,Poor,5,100,1
158777,8.7,6,4.5,7.5,Good,6,100,1
158780,8.8,9,6.3,8.0,Fair,3,94,1
158786,6.6,10,3.6,8.2,Fair,3,82,1
158806,10.0,9,2.7,6.5,Good,6,94,1
158819,7.9,10,3.8,9.7,Good,7,99,1
158822,6.0,10,1.6,7.5,Poor,0,73,1
158825,4.0,5,1.9,7.3,Good,4,100,1
158828,2.7,9,9.8,7.7,Good,4,69,1
158832,10.0,9,4.9,7.9,Poor,5,100,1
158836,5.1,6,2.4,9.3,Good,3,98,1
158841,6.9,10,8.4,9.0,Fair,0,95,1
158844,6.5,7,5.9,5.8,Good,5,100,1
158845,6.6,7,3.4,8.5,Fair,5,100,1
158846,7.3,8,3.1,7.4,Fair,3,79,1
158852,9.7,5,5.8,6.3,Good,6,100,1
158854,10.0,10,3.5,8.6,Poor,5,100,1
158869,9.4,10,7.0,9.9,Good,4,87,1
158872,5.2,10,7.0,6.2,Good,6,63,1
158874,10.0,10,5.5,7.9,Good,6,86,1
158880,8.2,9,4.6,6.0,Poor,3,90,1
158881,9.6,8,1.9,8.3,Good,5,94,1
158885,8.2,6,4.9,5.5,Fair,5,91,1
158917,10.0,7,4.1,7.1,Fair,4,100,1
158921,2.2,5,2.1,7.5,Good,2,98,1
158929,7.7,10,2.6,4.0,Poor,3,100,1
158932,7.3,6,4.8,5.2,Fair,4,100,1
158933,6.7,10,3.0,8.8,Fair,5,67,1
158938,8.7,5,6.1,6.7,Good,6,94,1
158948,5.9,10,5.8,8.5,Fair,5,98,1
158950,8.6,9,4.8,5.5,Good,1,79,1
158959,10.0,10,6.8,6.7,Good,1,82,1
158967,6.0,9,5.3,5.2,Good,7,73,1
158971,7.800000000000001,10,9.2,6.7,Good,7,100,1
158980,8.5,10,7.7,6.5,Good,4,81,1
158982,5.7,10,3.5,8.5,Poor,6,83,1
158991,2.6,9,4.8,6.4,Good,0,100,1
159005,7.7,10,2.9,7.4,Good,1,99,1
159018,5.9,7,5.1,8.2,Fair,6,98,1
159028,10.0,8,4.0,6.1,Good,7,100,1
159050,7.1,5,5.3,4.0,Fair,2,98,1
159052,7.3,10,2.2,6.3,Fair,7,100,1
159061,5.9,5,1.9,6.3,Fair,6,94,1
159063,7.4,10,3.1,6.7,Fair,0,63,1
159068,8.5,5,5.8,5.7,Good,3,98,1
159090,8.4,10,6.6,5.8,Fair,1,64,1
159092,2.6,5,3.6,5.3,Good,3,98,1
159107,5.8,10,3.5,6.2,Poor,1,94,1
159108,5.3,10,6.3,7.9,Good,6,66,1
159138,6.0,10,8.9,6.9,Good,2,85,1
159140,10.0,5,6.2,7.5,Poor,5,100,1
159142,1.1,5,7.3,7.8,Good,5,93,1
159150,2.5,10,5.3,4.7,Poor,7,85,1
159156,9.0,9,5.8,5.5,Good,4,100,1
159164,7.8,10,3.9,7.3,Poor,6,55,0
159174,6.1,5,3.9,6.5,Fair,5,100,1
159175,6.2,8,6.0,7.6,Fair,7,90,1
159177,4.5,10,2.4,6.6,Poor,7,96,1
159178,5.6,7,1.0,6.2,Fair,5,100,1
159180,10.0,5,4.5,6.6,Poor,1,100,1
159186,7.1,10,6.7,6.0,Good,4,65,1
159190,8.6,5,5.1,7.4,Good,5,100,1
159192,7.6,5,3.0,5.0,Good,2,94,1
159198,7.2,10,3.2,7.6,Good,0,56,0
159204,7.5,10,5.3,7.1,Good,0,88,1
159205,10.0,8,5.2,6.3,Good,7,95,1
159209,5.4,10,5.2,7.6,Fair,0,98,1
159210,5.2,7,7.5,8.7,Good,4,66,1
159211,5.7,5,6.6,6.7,Fair,4,88,1
159212,5.1,5,5.7,4.0,Poor,1,78,1
159220,8.5,5,8.5,4.3,Good,5,90,1
159225,7.1,9,4.0,6.1,Fair,4,99,1
159231,9.5,10,3.7,6.0,Good,1,90,1
159232,8.4,7,3.2,6.4,Poor,3,100,1
159240,4.5,6,3.5,5.1,Good,1,95,1
159243,7.1,8,3.5,7.2,Poor,4,100,1
159246,8.4,8,7.2,7.0,Fair,5,100,1
159249,4.0,10,5.3,5.7,Poor,4,68,1
159261,7.6,10,6.1,9.9,Fair,6,100,1
159263,8.3,10,2.1,9.4,Poor,2,100,1
159278,2.5,10,5.2,6.8,Fair,0,81,1
159281,9.5,10,9.2,6.2,Fair,6,92,1
159292,10.0,10,4.0,5.4,Poor,5,71,1
159295,10.0,9,1.5,4.0,Good,0,86,1
159297,10.0,10,5.3,6.1,Fair,1,65,1
159305,7.5,10,4.6,8.1,Good,2,83,1
159307,8.0,7,3.0,4.5,Fair,1,95,1
159315,10.0,10,3.8,4.2,Good,0,73,1
159317,3.4,5,3.9,6.3,Poor,2,98,1
159326,5.1,6,8.6,7.0,Fair,1,100,1
159328,2.7,10,5.1,6.9,Good,0,81,1
159333,7.1,6,3.0,7.8,Good,7,94,1
159335,5.8,9,3.7,5.7,Fair,0,99,1
159336,5.0,10,7.2,6.8,Good,0,74,1
159338,6.3,10,5.3,6.7,Good,4,79,1
159341,6.8,10,6.6,7.8,Fair,4,93,1
159342,8.1,6,6.4,9.1,Poor,4,100,1
159355,9.1,7,3.3,8.2,Fair,2,99,1
159356,7.699999999999999,5,8.6,9.2,Poor,7,88,1
159362,5.8,10,7.4,5.5,Poor,2,99,1
159371,6.8,9,4.7,5.4,Poor,5,100,1
159376,6.2,10,5.3,6.4,Fair,0,100,1
159382,7.2,10,1.0,7.8,Good,7,100,1
159383,7.6,6,6.7,6.8,Poor,3,91,1
159385,6.8,6,5.9,10.0,Good,6,100,1
159399,6.5,5,5.4,9.7,Good,5,98,1
159401,9.4,10,2.7,6.5,Fair,2,100,1
159407,9.6,10,2.3,6.5,Fair,7,100,1
159410,8.2,10,5.2,9.2,Poor,2,100,1
159414,6.6,8,9.7,6.4,Poor,7,100,1
159428,7.2,8,2.4,7.6,Good,6,81,1
159439,6.4,10,5.5,7.1,Good,2,91,1
159454,7.2,10,3.3,6.6,Good,6,63,1
159455,7.9,7,5.8,9.3,Good,3,79,1
159457,7.6,10,7.2,4.0,Good,4,100,1
159458,9.5,8,3.2,6.8,Good,2,100,1
159467,4.9,6,6.8,6.2,Good,6,97,1
159468,9.6,5,4.6,6.9,Poor,2,92,1
159481,8.7,5,5.7,6.0,Good,6,67,1
159483,5.3,9,7.9,6.1,Poor,1,95,1
159484,7.199999999999999,10,9.0,7.2,Good,2,73,1
159504,9.8,10,5.0,7.5,Poor,0,86,1
159506,6.6,10,2.8,7.8,Good,7,97,1
159520,8.2,10,4.9,7.7,Poor,7,98,1
159522,5.4,10,2.9,5.5,Good,2,96,1
159524,6.9,7,5.1,5.6,Good,5,100,1
159527,6.0,8,5.1,5.1,Fair,4,90,1
159529,7.8,7,5.2,6.8,Fair,2,76,1
159536,5.4,5,5.6,4.8,Poor,3,78,1
159538,6.1,8,6.7,7.6,Good,0,100,1
159545,8.7,6,5.8,8.5,Good,7,100,1
159549,6.2,10,5.6,6.5,Fair,6,91,1
159550,7.0,10,6.9,8.0,Poor,7,85,1
159552,7.7,10,4.0,5.8,Poor,0,60,1
159560,7.0,10,6.5,8.8,Poor,1,70,1
159568,4.8,10,3.3,8.1,Fair,2,82,1
159570,5.8,10,4.1,6.8,Good,2,82,1
159571,6.3,10,7.5,4.0,Good,2,86,1
159578,7.1,10,6.5,8.1,Fair,6,87,1
159579,5.3,10,4.8,6.0,Good,7,81,1
159582,3.9,10,2.4,9.2,Poor,0,79,1
159587,10.0,6,6.6,5.6,Good,0,100,1
159593,8.6,10,4.8,4.9,Good,0,100,1
159610,9.9,10,1.0,4.2,Good,1,97,1
159614,10.0,9,5.9,8.2,Poor,5,78,1
159615,9.1,10,5.9,8.6,Good,3,79,1
159620,4.4,5,4.8,9.0,Good,2,90,1
159621,7.0,5,4.1,5.3,Poor,6,100,1
159622,7.9,10,3.2,7.8,Fair,3,57,0
159624,4.2,6,5.5,5.6,Fair,3,100,1
159625,4.7,10,4.2,6.7,Poor,6,73,1
159628,4.9,6,2.9,5.4,Fair,3,96,1
159632,10.0,10,2.2,8.5,Fair,3,100,1
159633,7.0,10,4.5,5.1,Good,3,93,1
159634,5.0,8,2.4,6.1,Good,1,94,1
159635,8.4,9,7.4,5.9,Fair,4,100,1
159637,4.8,10,7.1,6.6,Good,6,100,1
159645,8.3,6,4.5,5.9,Good,3,100,1
159651,5.0,8,6.0,7.4,Good,2,79,1
159655,6.9,10,2.6,5.4,Good,4,73,1
159659,5.5,10,4.6,7.5,Good,3,97,1
159668,7.6,9,8.1,7.8,Poor,2,90,1
159672,3.7,10,5.5,8.7,Poor,3,90,1
159674,6.3,10,3.6,5.9,Fair,2,98,1
159679,6.5,9,4.4,7.5,Fair,3,80,1
159693,9.1,6,5.1,6.4,Good,2,92,1
159700,7.5,10,5.8,7.2,Fair,6,91,1
159706,10.0,10,1.3,5.1,Fair,6,98,1
159707,6.9,9,2.2,6.7,Good,6,94,1
159715,8.9,10,3.9,7.3,Good,2,100,1
159722,5.9,7,7.7,4.0,Good,1,79,1
159725,8.8,10,4.4,7.7,Good,0,55,0
159730,8.8,6,5.5,6.4,Poor,2,90,1
159742,6.9,7,6.4,6.3,Fair,5,54,0
159743,10.0,9,3.5,7.6,Fair,4,82,1
159751,10.0,10,6.9,10.6,Good,2,100,1
159756,9.1,8,7.0,10.1,Fair,5,100,1
159763,3.7,9,5.1,5.3,Poor,7,74,1
159768,4.7,10,4.2,6.2,Good,6,83,1
159772,5.1,9,5.3,4.8,Good,1,100,1
159775,8.2,9,2.6,6.3,Poor,7,87,1
159799,7.1,10,7.9,7.1,Fair,4,77,1
159813,9.1,10,3.9,6.2,Fair,2,100,1
159818,5.4,10,5.3,4.6,Fair,3,94,1
159821,6.2,10,5.8,5.4,Good,2,50,0
159829,9.7,10,4.2,6.9,Fair,3,88,1
159831,7.0,10,6.7,5.1,Good,5,94,1
159832,9.8,5,5.6,6.8,Fair,7,95,1
159840,3.5,7,2.8,5.8,Poor,2,98,1
159843,6.7,10,3.9,9.2,Good,0,71,1
159845,6.4,10,4.0,6.1,Fair,0,95,1
159851,8.8,7,4.6,7.2,Good,6,100,1
159853,10.0,6,6.6,7.4,Fair,4,95,1
159854,7.6,10,4.1,7.4,Good,3,95,1
159871,9.4,10,3.2,8.3,Fair,3,100,1
159873,7.1,10,9.1,8.1,Poor,5,78,1
159877,4.9,10,5.7,8.9,Poor,3,100,1
159880,10.0,10,4.3,6.5,Good,3,96,1
159888,7.7,5,3.7,8.9,Poor,5,92,1
159891,7.9,10,2.6,5.9,Fair,6,100,1
159896,7.8,8,2.3,6.4,Poor,2,97,1
159897,5.9,10,2.8,6.6,Fair,3,97,1
159903,7.1,10,5.5,5.6,Fair,3,100,1
159905,3.3,10,8.6,8.8,Good,0,72,1
159912,10.0,10,2.5,5.9,Fair,5,100,1
159916,4.1,8,1.3,9.6,Poor,6,85,1
159920,9.1,9,8.4,7.9,Good,3,76,1
159947,4.7,9,6.8,10.6,Good,7,65,1
159950,10.0,8,3.5,10.8,Fair,7,92,1
159978,7.9,6,1.7,5.5,Good,3,100,1
159985,5.7,5,3.6,8.3,Good,4,98,1
159987,7.5,5,9.0,7.7,Good,6,93,1
159995,5.8,8,5.3,7.0,Poor,6,93,1
159998,4.2,7,5.9,5.3,Good,1,100,1
160000,10.0,10,6.6,7.3,Fair,1,77,1
160007,6.1,7,7.7,7.4,Good,3,91,1
160010,3.7,10,4.0,9.3,Good,0,100,1
160011,8.4,6,3.3,7.0,Fair,4,95,1
160013,9.7,9,3.0,6.5,Poor,5,93,1
160015,10.0,9,7.5,5.4,Good,2,87,1
160016,7.1,10,7.6,7.2,Good,2,99,1
160032,5.5,10,3.5,7.8,Poor,4,100,1
160039,5.9,10,3.6,4.9,Good,1,85,1
160048,7.8,10,4.3,6.9,Good,4,61,1
160056,7.2,10,5.1,5.8,Fair,5,98,1
160067,6.7,10,5.0,5.0,Poor,5,85,1
160068,6.3,8,7.7,5.7,Poor,3,83,1
160076,7.7,10,3.5,6.3,Good,3,100,1
160079,2.6,10,4.7,5.4,Good,0,77,1
160084,9.5,10,1.0,5.4,Fair,2,100,1
160103,1.9,8,7.2,6.2,Good,7,100,1
160108,5.8,9,5.1,7.1,Good,5,96,1
160109,6.0,8,3.4,7.5,Fair,0,84,1
160122,3.7,10,8.5,5.8,Fair,7,69,1
160123,6.6,10,5.6,5.8,Fair,7,100,1
160127,7.8,9,2.7,8.5,Fair,3,89,1
160133,7.0,10,4.8,7.2,Good,6,92,1
160137,10.0,7,2.9,8.9,Fair,1,97,1
160152,9.5,9,2.6,7.3,Fair,1,91,1
160160,6.2,6,1.4,10.1,Good,0,100,1
160164,6.1,10,4.1,4.0,Good,5,98,1
160168,6.9,10,3.0,6.6,Good,6,97,1
160172,5.2,10,9.5,5.1,Good,4,64,1
160181,6.9,9,1.2,6.4,Good,4,100,1
160184,5.3,9,2.3,8.3,Good,0,100,1
160185,8.3,5,8.3,6.4,Poor,0,100,1
160187,1.4,10,2.9,8.2,Good,5,100,1
160195,7.5,10,1.3,5.6,Good,3,99,1
160198,5.2,6,4.3,7.5,Fair,3,95,1
160200,9.0,10,4.4,4.1,Good,3,85,1
160214,8.3,10,5.5,5.4,Good,1,94,1
160222,8.7,5,5.8,6.8,Fair,4,100,1
160238,8.0,10,7.5,5.6,Good,0,68,1
160243,9.1,8,4.8,7.5,Poor,5,96,1
160247,4.7,10,1.0,6.8,Fair,1,95,1
160256,4.2,10,9.5,6.3,Good,1,72,1
160263,5.7,8,1.3,7.2,Fair,0,96,1
160264,2.4,10,6.2,7.6,Good,7,97,1
160272,7.7,7,2.3,7.5,Good,4,99,1
160278,3.1,9,8.9,7.2,Good,3,78,1
160283,10.0,9,1.5,8.2,Fair,2,95,1
160284,7.6,5,4.6,6.8,Fair,6,98,1
160286,8.2,6,4.5,8.4,Good,2,90,1
160287,9.0,8,5.3,7.2,Good,7,95,1
160298,5.7,5,1.0,8.9,Fair,6,100,1
160300,5.2,8,2.1,5.8,Good,0,80,1
160308,9.6,5,4.7,7.7,Good,4,100,1
160310,6.2,8,5.4,4.7,Poor,0,93,1
160329,5.4,6,6.2,9.8,Fair,2,95,1
160335,7.7,9,1.5,7.2,Fair,3,87,1
160344,6.7,7,6.2,7.5,Fair,4,87,1
160345,3.4,9,3.1,7.3,Good,5,77,1
160351,7.9,5,6.7,7.3,Good,7,100,1
160352,6.3,10,7.4,4.0,Good,6,88,1
160353,6.9,10,4.7,8.8,Poor,0,100,1
160356,7.0,10,1.2,5.0,Poor,3,100,1
160358,6.4,7,6.6,7.2,Poor,0,99,1
160359,6.1,9,5.2,4.0,Good,4,100,1
160380,8.8,9,4.9,5.1,Poor,2,98,1
160387,7.300000000000001,10,7.5,8.1,Fair,1,81,1
160403,3.9,10,5.3,5.9,Poor,6,98,1
160404,9.8,10,4.3,8.7,Fair,6,90,1
160413,5.3,10,4.6,7.3,Fair,6,99,1
160415,6.8,5,7.1,7.0,Fair,5,100,1
160417,8.8,10,2.1,6.0,Good,7,79,1
160434,8.4,5,10.0,5.6,Fair,7,94,1
160436,5.1,10,2.0,9.9,Poor,2,100,1
160441,3.5,10,6.5,9.0,Fair,1,96,1
160446,5.7,10,2.2,9.3,Good,1,82,1
160451,7.8,6,5.3,4.0,Poor,1,79,1
160452,2.8,10,9.8,10.2,Good,5,85,1
160455,2.9,5,2.5,10.1,Good,3,97,1
160460,7.0,8,6.6,9.4,Good,3,82,1
160465,4.0,9,7.9,7.4,Good,2,99,1
160466,6.8,10,3.2,10.1,Fair,1,100,1
160486,7.9,7,2.2,8.8,Good,5,90,1
160487,6.3,6,5.1,6.8,Fair,3,97,1
160515,7.8,5,4.7,6.2,Good,4,99,1
160521,10.0,10,1.6,7.7,Good,4,75,1
160529,5.3,7,7.4,4.0,Fair,6,97,1
160535,4.9,10,2.8,6.9,Good,6,100,1
160537,7.6,7,3.4,6.8,Fair,3,99,1
160541,4.5,10,7.6,6.4,Fair,1,92,1
160542,6.9,10,8.9,6.7,Good,6,74,1
160549,6.7,9,5.3,7.6,Good,4,87,1
160554,5.4,10,1.6,4.0,Good,0,82,1
160561,5.0,10,5.2,7.2,Poor,0,100,1
160564,10.0,7,1.0,7.2,Fair,5,93,1
160573,8.6,10,4.5,5.7,Poor,1,78,1
160587,10.0,10,5.8,5.9,Good,3,64,1
160588,5.2,10,7.1,8.3,Fair,5,79,1
160601,8.4,10,5.2,7.6,Fair,0,100,1
160607,4.8,10,4.3,7.6,Poor,4,99,1
160608,8.2,10,7.1,9.3,Poor,7,100,1
160612,6.8,5,2.7,8.3,Fair,3,94,1
160617,6.2,10,4.6,7.9,Fair,1,100,1
160618,7.1,8,8.7,4.0,Fair,5,71,1
160625,8.9,5,6.9,8.5,Fair,1,100,1
160626,6.0,10,6.2,5.4,Good,2,85,1
160637,7.1,10,7.0,7.3,Good,0,90,1
160639,5.1,10,3.4,6.9,Fair,5,86,1
160641,8.4,5,4.4,9.3,Good,3,98,1
160653,5.0,10,7.5,8.9,Fair,6,100,1
160656,7.199999999999999,10,7.6,9.0,Good,7,65,1
160659,5.4,10,7.9,8.8,Fair,6,81,1
160660,10.0,8,3.4,7.7,Fair,5,85,1
160670,9.2,10,3.1,8.5,Fair,7,81,1
160671,6.4,10,3.3,6.2,Good,2,61,1
160672,9.8,10,2.9,8.9,Good,3,100,1
160675,4.4,7,7.9,7.2,Good,6,97,1
160685,8.7,5,5.4,6.1,Good,2,100,1
160688,5.4,8,3.6,6.9,Good,4,81,1
160692,8.1,6,4.3,9.8,Poor,4,94,1
160693,9.2,10,3.7,4.7,Fair,7,100,1
160701,9.3,10,5.8,5.8,Fair,0,99,1
160702,5.1,8,6.1,6.3,Good,2,81,1
160706,5.7,5,4.3,7.2,Good,4,100,1
160709,7.9,6,7.9,6.3,Fair,6,95,1
160711,7.1,5,3.5,5.6,Good,2,98,1
160712,2.3,10,5.3,6.4,Good,4,85,1
160724,4.8,6,7.4,7.2,Good,7,100,1
160732,8.3,10,3.4,4.6,Good,4,95,1
160735,5.9,10,5.8,7.9,Fair,5,93,1
160736,7.9,10,1.2,6.1,Poor,6,100,1
160754,6.4,10,8.4,6.2,Fair,0,76,1
160765,7.2,8,3.0,8.1,Poor,7,95,1
160775,8.4,10,6.0,8.1,Good,4,100,1
160783,5.9,9,6.4,5.1,Good,6,100,1
160788,8.6,10,5.6,5.1,Good,3,99,1
160800,5.4,9,4.4,4.0,Good,3,91,1
160808,9.6,8,4.4,6.7,Good,3,84,1
160810,9.3,10,2.6,6.8,Poor,1,85,1
160815,6.3,8,8.4,7.1,Poor,4,92,1
160818,6.5,10,5.1,9.0,Fair,4,100,1
160819,4.5,10,2.5,7.2,Good,0,100,1
160825,10.0,10,4.5,7.4,Good,2,96,1
160826,6.2,10,1.0,8.4,Fair,5,100,1
160836,6.1,6,3.1,10.3,Good,7,100,1
160846,8.0,8,1.7,6.0,Fair,2,100,1
160849,7.300000000000001,10,9.3,7.6,Good,0,51,0
160851,7.4,10,2.1,4.6,Good,6,100,1
160858,7.8,10,4.0,4.0,Poor,3,75,1
160861,7.199999999999999,7,8.3,7.3,Fair,4,98,1
160862,10.0,8,1.9,5.6,Fair,7,83,1
160865,10.0,8,5.6,8.6,Fair,0,100,1
160866,7.4,10,4.3,7.6,Fair,6,83,1
160869,8.3,5,3.9,5.0,Good,4,100,1
160872,4.0,10,5.0,5.4,Good,4,100,1
160876,7.4,10,4.7,6.1,Poor,5,74,1
160881,2.1,8,7.8,8.3,Fair,1,100,1
160882,7.3,5,4.6,8.0,Good,4,72,1
160890,10.0,10,4.8,7.2,Good,3,96,1
160892,4.7,10,5.4,5.9,Good,3,98,1
160895,3.3,9,6.8,4.0,Fair,7,82,1
160896,8.5,10,4.0,4.8,Good,6,66,1
160903,3.7,6,3.4,6.8,Good,5,99,1
160918,7.7,10,2.4,5.6,Fair,4,100,1
160922,7.5,10,5.0,7.3,Good,6,79,1
160925,5.6,10,3.9,6.8,Poor,4,92,1
160926,8.0,10,4.1,7.9,Fair,6,84,1
160928,6.9,10,3.6,6.3,Good,3,100,1
160937,7.6,5,5.9,8.9,Good,0,97,1
160938,4.0,10,3.5,10.7,Poor,5,100,1
160960,9.0,10,5.1,10.1,Good,2,96,1
160967,5.9,7,4.3,6.6,Good,5,100,1
160976,8.0,10,6.9,5.7,Good,5,72,1
160978,5.3,10,6.6,5.3,Poor,2,100,1
160989,8.5,7,6.9,11.3,Fair,3,74,1
160991,4.3,10,5.6,5.7,Poor,2,56,0
160998,10.0,10,2.7,7.7,Poor,0,97,1
161001,6.9,8,1.7,7.7,Good,2,100,1
161006,10.0,6,4.5,4.4,Poor,2,63,1
161023,4.8,6,2.6,8.3,Fair,4,93,1
161024,9.4,10,7.1,7.3,Good,5,78,1
161027,6.9,8,5.9,7.4,Good,5,100,1
161031,8.8,10,6.7,8.6,Poor,6,82,1
161032,4.2,5,4.6,5.3,Fair,4,86,1
161051,5.6,5,6.3,4.2,Fair,1,100,1
161056,7.2,10,2.8,5.7,Good,1,100,1
161058,8.1,10,4.8,8.1,Fair,3,100,1
161059,8.5,10,4.3,5.2,Fair,4,90,1
161063,6.7,10,7.0,9.3,Poor,5,100,1
161066,8.5,10,4.1,7.9,Good,2,70,1
161070,10.0,10,5.4,8.4,Good,1,91,1
161072,10.0,10,3.9,7.9,Fair,2,95,1
161086,8.4,10,3.2,9.0,Good,4,100,1
161089,8.0,6,5.4,7.9,Fair,0,92,1
161090,5.5,6,7.9,7.4,Good,6,96,1
161094,5.5,10,1.3,9.3,Good,3,92,1
161099,6.5,10,1.2,6.7,Fair,4,100,1
161116,8.6,9,6.8,7.5,Good,4,94,1
161117,6.6,10,2.3,7.4,Fair,3,62,1
161141,4.0,10,5.2,7.1,Good,4,94,1
161142,8.5,5,7.0,7.7,Poor,0,85,1
161148,6.3,8,6.2,8.5,Fair,4,100,1
161166,6.9,9,6.5,5.6,Good,0,100,1
161172,7.1,10,3.2,6.7,Good,3,81,1
161178,9.5,8,6.9,7.5,Good,5,84,1
161182,7.1,10,7.3,7.9,Fair,6,100,1
161193,6.6,9,6.1,9.7,Good,1,99,1
161199,4.3,10,8.1,8.7,Fair,0,83,1
161200,5.0,7,1.3,6.3,Poor,7,100,1
161205,6.5,9,7.6,9.1,Fair,1,99,1
161211,7.2,6,5.8,10.5,Good,5,97,1
161214,6.2,5,3.8,7.7,Fair,6,100,1
161218,7.6,6,5.1,7.9,Fair,5,100,1
161227,5.3,5,5.5,5.5,Fair,1,100,1
161228,8.6,10,6.3,10.0,Good,2,71,1
161242,8.2,8,2.0,7.8,Good,0,97,1
161250,8.1,10,4.2,6.5,Fair,6,68,1
161253,3.8,10,2.3,7.3,Good,5,87,1
161254,5.5,10,9.3,6.5,Fair,2,94,1
161276,5.2,9,4.0,4.7,Good,5,75,1
161280,6.6,7,8.2,5.6,Good,4,97,1
161285,6.4,10,3.4,7.5,Fair,3,70,1
161290,5.2,10,4.2,5.7,Good,5,100,1
161299,7.7,8,1.6,9.0,Fair,0,100,1
161301,5.3,10,5.0,8.2,Good,6,99,1
161308,6.7,10,6.5,6.7,Poor,2,90,1
161309,7.5,10,4.1,8.0,Good,5,100,1
161314,8.5,10,7.0,9.1,Fair,0,96,1
161316,7.7,7,2.7,7.1,Good,4,79,1
161318,10.0,10,2.6,5.0,Good,6,88,1
161324,5.5,10,8.3,7.1,Fair,4,88,1
161328,4.5,6,3.4,7.6,Good,7,87,1
161339,9.3,10,1.7,8.7,Good,1,94,1
161344,9.1,10,5.7,5.7,Fair,0,80,1
161350,7.0,7,4.6,8.3,Fair,0,100,1
161352,6.2,10,8.1,5.6,Good,5,100,1
161353,3.0,10,4.0,7.4,Good,7,82,1
161360,5.8,10,5.0,8.7,Fair,3,100,1
161363,2.8,6,8.2,7.9,Good,4,93,1
161368,7.6,10,4.8,6.1,Poor,4,71,1
161370,10.0,10,5.8,6.9,Poor,1,100,1
161376,3.0,6,6.6,6.4,Fair,1,78,1
161402,7.7,10,5.8,5.6,Fair,4,71,1
161406,7.3,9,2.8,7.0,Fair,3,88,1
161409,7.7,5,1.6,6.9,Good,6,93,1
161414,5.7,10,3.3,6.4,Good,0,91,1
161422,5.2,10,8.7,6.3,Good,4,100,1
161425,5.1,6,4.5,8.2,Good,1,79,1
161427,10.0,5,4.9,4.1,Poor,5,99,1
161428,5.9,8,3.9,7.9,Good,5,100,1
161431,7.4,10,5.8,6.5,Good,7,97,1
161444,3.6,10,5.8,8.5,Fair,1,96,1
161446,2.7,7,6.3,5.1,Good,5,100,1
161456,10.0,7,3.1,4.0,Fair,3,100,1
161457,8.4,10,9.9,4.0,Fair,0,94,1
161470,5.1,10,3.2,5.8,Good,2,82,1
161479,7.5,7,4.6,5.1,Fair,7,100,1
161488,6.8,9,7.1,6.9,Good,3,73,1
161489,4.6,10,4.7,6.2,Good,1,100,1
161490,4.8,8,2.9,7.5,Poor,0,86,1
161493,9.5,7,4.7,8.0,Fair,5,88,1
161494,5.9,10,5.9,8.8,Poor,6,76,1
161496,6.2,5,1.4,9.2,Good,4,97,1
161498,7.6,10,3.4,8.8,Poor,4,97,1
161499,10.0,9,1.0,6.8,Good,0,99,1
161505,10.0,10,5.8,6.5,Good,7,64,1
161512,7.2,10,6.6,6.5,Poor,1,100,1
161532,5.8,10,5.9,5.1,Poor,7,65,1
161533,4.4,9,5.2,7.4,Good,1,89,1
161535,8.3,10,5.7,9.5,Fair,0,81,1
161537,3.6,10,5.5,8.7,Fair,6,100,1
161546,7.6,6,2.9,6.1,Good,4,100,1
161549,4.7,10,5.1,6.6,Fair,3,84,1
161551,7.1,10,4.9,6.0,Good,2,65,1
161553,6.9,8,4.2,7.0,Good,0,89,1
161562,4.2,10,3.3,6.8,Good,3,87,1
161563,8.6,10,1.6,7.2,Fair,5,100,1
161568,6.1,10,6.4,6.9,Good,3,81,1
161583,8.9,7,3.7,6.2,Good,2,72,1
161598,7.7,10,4.5,9.9,Good,4,100,1
161599,7.3,10,4.4,7.0,Fair,3,100,1
161608,3.6,8,9.6,6.6,Poor,4,95,1
161613,3.0,8,2.2,7.5,Poor,2,80,1
161618,6.6,9,2.5,6.5,Fair,3,100,1
161623,5.2,10,4.6,7.9,Good,6,95,1
161624,6.3,5,2.5,10.4,Fair,7,93,1
161626,8.0,10,2.9,8.7,Poor,0,100,1
161628,5.3,7,5.0,6.9,Poor,7,93,1
161635,6.5,9,3.2,9.6,Fair,5,94,1
161642,4.0,7,5.7,7.3,Fair,4,93,1
161643,8.3,5,2.8,8.0,Fair,2,100,1
161652,6.8,7,4.0,7.7,Good,1,96,1
161670,10.0,10,7.4,6.0,Good,0,100,1
161673,4.9,5,7.5,6.8,Good,6,100,1
161681,7.3,10,5.4,8.0,Fair,5,94,1
161684,6.0,6,9.3,5.4,Good,6,97,1
161685,8.7,10,6.7,7.7,Good,0,83,1
161689,5.0,8,2.3,5.5,Fair,5,82,1
161695,7.7,10,2.1,7.6,Good,5,86,1
161702,5.2,5,3.1,9.4,Good,3,93,1
161703,5.7,10,5.6,6.8,Good,2,100,1
161707,3.3,9,2.0,4.7,Fair,4,90,1
161709,7.2,10,4.1,5.7,Good,1,95,1
161710,6.3,10,2.1,5.9,Fair,1,77,1
