student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
174327,22,Male,Computer Science,4.777970417101013,4.8,0.7,No,88.1,7.8,Good,2,Bachelor,High,7.2,No,4.0,5,2.6,No,3,10.5,Cafe,No,High,4,8,7,Reading,9.3,100
174333,16,Female,Computer Science,7.016689684881996,2.4,0.2,Yes,99.1,9.5,Fair,0,Some College,Medium,5.1,No,3.64,4,2.0,No,4,10.1,Dorm,Yes,Low,3,8,7,Kinesthetic,4.8,84
174337,22,Other,Computer Science,6.750255162307681,1.8,3.7,Yes,91.8,7.7,Good,4,High School,Medium,3.8,Yes,4.0,4,8.1,No,0,13.9,Quiet Room,Yes,High,9,4,10,Visual,6.2,100
174338,25,Female,Computer Science,5.156595128303025,2.3,3.9,Yes,71.7,9.0,Good,1,Master,Medium,5.9,No,3.28,5,2.2,No,3,13.2,Quiet Room,No,Low,9,2,10,Reading,3.0,74
174354,28,Other,Computer Science,5.912851028098324,4.5,0.1,Yes,61.7,6.0,Good,7,Master,Medium,6.1,No,3.5,2,6.5,No,4,10.9,Quiet Room,No,Low,10,4,10,Reading,4.1,85
174360,21,Male,Computer Science,2.793003979545238,2.6,0.4,No,42.9,8.0,Fair,2,Master,High,8.8,Yes,4.0,3,6.7,No,0,6.2,Cafe,Yes,Medium,5,10,5,Kinesthetic,4.7,96
174363,25,Other,Computer Science,5.808581776684205,3.2,1.4,Yes,64.1,6.3,Fair,7,High School,Low,9.4,Yes,3.92,5,4.8,No,5,11.1,Library,Yes,High,9,2,10,Auditory,9.1,99
174371,17,Female,Computer Science,6.481389638590132,0.8,3.6,No,59.4,5.9,Fair,3,PhD,Low,4.0,No,4.0,8,4.8,No,5,11.2,Dorm,No,Low,4,3,10,Visual,7.5,100
174381,25,Female,Computer Science,3.726561116204369,3.5,2.5,Yes,54.5,4.8,Fair,7,PhD,Medium,8.6,No,3.74,3,3.6,No,3,11.6,Dorm,No,High,5,2,10,Visual,6.6,94
174388,25,Other,Computer Science,2.1953245383104294,2.0,2.1,Yes,99.6,7.8,Fair,3,High School,Medium,9.4,No,4.0,1,1.0,No,4,6.4,Quiet Room,Yes,High,8,1,10,Kinesthetic,2.8,95
174389,16,Female,Computer Science,4.552631342924491,1.3,0.2,Yes,78.5,8.2,Poor,2,PhD,High,10.0,No,2.93,3,4.7,No,4,6.3,Co-Learning Group,No,Medium,1,5,10,Visual,3.9,77
174396,19,Other,Computer Science,4.637503155411294,4.0,1.6,No,54.5,4.4,Good,7,PhD,Low,9.8,Yes,4.0,8,4.6,No,1,10.7,Cafe,No,Low,7,9,6,Visual,1.8,100
174403,20,Other,Computer Science,4.075851424700023,0.3,1.8,Yes,77.5,8.6,Poor,3,Some College,Medium,4.9,Yes,4.0,6,3.0,No,5,6.5,Cafe,No,Medium,6,10,5,Visual,8.2,97
174406,17,Male,Computer Science,3.097770179502556,3.9,2.7,Yes,96.2,8.4,Fair,5,Master,Medium,6.7,No,4.0,5,4.7,No,1,9.8,Library,Yes,Medium,9,3,10,Reading,3.1,100
174408,26,Male,Computer Science,5.567667420344675,0.1,1.3,No,43.2,6.7,Good,6,Some College,High,4.5,Yes,4.0,7,4.0,No,5,8.5,Quiet Room,Yes,Medium,1,10,5,Auditory,6.4,100
174409,17,Male,Computer Science,5.176798652366589,3.2,2.9,No,93.6,7.9,Fair,0,Master,Low,9.1,No,4.0,6,6.7,No,0,13.0,Cafe,Yes,Low,4,10,5,Reading,10.0,99
174413,22,Female,Computer Science,11.167856320955677,3.4,0.2,Yes,64.2,7.0,Fair,0,Bachelor,Low,6.3,No,4.0,1,4.7,No,0,15.3,Dorm,No,High,10,8,7,Auditory,6.3,97
174442,25,Female,Computer Science,6.675412412083158,4.0,1.0,No,60.0,8.7,Poor,5,Master,Medium,8.0,Yes,4.0,4,6.0,No,4,13.2,Co-Learning Group,Yes,Low,7,4,10,Auditory,5.2,100
174445,20,Female,Computer Science,4.589849595346246,5.0,1.4,Yes,55.2,9.5,Good,0,PhD,High,5.1,No,3.89,5,1.9,No,0,11.6,Library,No,Medium,2,5,10,Kinesthetic,2.3,96
174446,22,Female,Computer Science,6.5524155756393245,0.6,3.6,No,54.2,6.1,Poor,4,Bachelor,Medium,7.9,No,3.56,7,7.9,No,3,11.3,Dorm,No,High,6,7,8,Auditory,6.4,89
174462,27,Other,Computer Science,3.5083291394727727,4.3,0.8,No,98.0,4.6,Good,4,PhD,Medium,3.9,No,4.0,8,6.8,No,5,8.9,Library,Yes,High,1,5,10,Reading,1.4,100
174466,22,Female,Computer Science,4.880461585160694,4.3,0.7,Yes,44.8,8.2,Good,2,High School,Low,7.0,No,3.7,7,5.5,No,3,10.6,Quiet Room,No,Low,3,9,6,Reading,3.9,89
174473,28,Female,Computer Science,5.299939787818063,0.7,3.6,No,44.3,8.9,Fair,1,Master,Low,6.6,Yes,3.92,5,2.3,No,5,9.6,Dorm,No,Low,8,7,8,Reading,4.1,91
174475,21,Female,Computer Science,4.214055555144819,4.9,0.4,No,83.0,5.9,Poor,3,High School,Medium,10.0,No,3.59,6,6.7,No,2,10.6,Co-Learning Group,No,Low,9,3,10,Reading,3.1,84
174488,20,Other,Computer Science,4.435796409208321,2.9,1.4,Yes,99.3,6.7,Good,2,Bachelor,High,7.0,Yes,3.46,5,5.1,No,1,10.2,Cafe,Yes,High,9,4,10,Kinesthetic,9.8,91
174494,18,Other,Computer Science,9.34368266510735,2.7,3.7,Yes,58.6,6.4,Good,4,Bachelor,Medium,5.7,Yes,4.0,8,6.4,No,3,17.7,Cafe,Yes,High,7,5,10,Visual,5.0,96
174500,26,Female,Computer Science,4.739768877549732,4.8,3.7,Yes,80.8,7.3,Fair,7,High School,Low,7.199999999999999,No,3.96,3,8.0,No,5,13.9,Quiet Room,Yes,Medium,6,10,5,Visual,1.9,94
174505,27,Female,Computer Science,0.9966684637460472,4.2,3.7,No,52.6,8.1,Fair,4,PhD,High,6.6,No,3.2,5,6.0,No,2,10.0,Cafe,Yes,Low,7,10,5,Kinesthetic,8.7,79
174506,19,Other,Computer Science,2.848266565338207,4.9,1.2,Yes,71.9,6.9,Good,0,High School,Low,5.7,Yes,3.79,4,5.7,No,1,9.4,Dorm,No,Medium,4,9,6,Reading,8.2,95
174508,27,Male,Computer Science,7.149723803004974,0.1,3.5,No,51.1,7.6,Good,4,Master,High,10.0,No,4.0,7,5.5,No,4,12.2,Library,Yes,High,2,3,10,Visual,9.9,96
174514,28,Male,Computer Science,7.034761471051535,1.7,2.6,No,84.6,6.9,Fair,4,Bachelor,High,8.0,Yes,2.73,7,4.8,No,0,12.8,Dorm,No,Low,8,5,10,Visual,9.0,65
174531,26,Male,Computer Science,2.910161160320029,2.7,2.9,No,63.2,7.8,Fair,6,Bachelor,Low,7.0,No,4.0,8,7.2,No,2,9.1,Co-Learning Group,Yes,High,1,8,7,Reading,6.1,97
174532,20,Female,Computer Science,6.816199250299155,3.2,3.9,No,74.9,6.8,Fair,2,Bachelor,Medium,5.8,Yes,3.19,6,2.8,No,1,14.4,Cafe,Yes,Medium,3,6,9,Auditory,7.5,79
174550,17,Female,Computer Science,3.6168315264286055,1.7,3.7,Yes,70.2,6.5,Fair,5,Bachelor,Low,7.3,No,3.2,8,4.2,No,0,9.7,Quiet Room,No,High,2,2,10,Visual,9.1,80
174551,19,Female,Computer Science,6.087206586902399,3.8,1.0,No,81.7,6.8,Fair,2,PhD,High,7.300000000000001,Yes,3.66,1,7.4,No,2,12.8,Co-Learning Group,Yes,High,7,2,10,Reading,5.4,93
174555,16,Male,Computer Science,3.5369355482887257,2.0,3.9,No,42.1,6.1,Good,7,Some College,High,6.4,No,3.28,7,5.6,No,0,11.4,Library,No,Low,1,7,8,Kinesthetic,5.4,92
174561,22,Female,Computer Science,5.412684072891983,5.0,1.4,No,67.3,7.0,Good,5,Bachelor,Medium,5.8,No,3.28,1,4.9,No,0,13.6,Cafe,No,Low,3,8,7,Reading,5.5,86
174564,17,Male,Computer Science,1.2907658847870565,2.6,1.1,Yes,59.3,6.0,Good,2,Bachelor,Low,10.0,No,2.72,7,3.3,No,2,6.4,Dorm,Yes,High,5,3,10,Reading,8.9,73
174577,18,Female,Computer Science,2.1401970269005264,0.5,0.1,No,84.6,7.6,Fair,4,Some College,Low,6.5,Yes,4.0,4,4.2,No,4,4.1,Co-Learning Group,No,Medium,9,3,10,Visual,6.2,100
174579,27,Female,Computer Science,7.978586751807964,3.6,3.9,No,40.0,5.7,Good,6,Some College,High,4.8,No,4.0,2,2.0,No,0,17.2,Dorm,Yes,High,9,10,5,Kinesthetic,6.4,100
174581,28,Female,Computer Science,6.792306537671234,1.2,0.3,Yes,78.1,5.3,Fair,4,Some College,Medium,10.0,No,3.28,5,5.0,No,4,9.0,Cafe,No,Medium,1,9,6,Reading,1.8,83
174586,19,Male,Computer Science,1.246706269311638,1.2,4.0,No,52.8,5.3,Poor,5,High School,Low,7.3,Yes,4.0,5,5.6,No,3,7.6,Dorm,No,Low,2,7,8,Visual,1.2,100
174597,19,Other,Computer Science,6.948396302449481,1.6,2.0,No,46.7,7.4,Fair,4,Some College,Medium,7.1,Yes,4.0,1,10.0,No,2,11.3,Dorm,Yes,Medium,1,6,9,Reading,4.5,100
174599,28,Other,Computer Science,4.281444134492402,3.4,2.1,No,66.3,6.8,Good,4,Bachelor,High,8.5,No,3.11,3,4.9,No,2,11.0,Cafe,Yes,High,10,6,9,Reading,3.2,84
174602,26,Other,Computer Science,8.142648421721214,3.3,1.3,Yes,72.5,6.9,Good,2,Master,Low,5.0,No,4.0,7,1.0,No,0,14.1,Cafe,Yes,Low,3,10,5,Visual,7.9,95
174616,16,Other,Computer Science,7.621472589724599,3.1,2.5,Yes,55.9,8.4,Poor,4,Some College,Low,8.6,No,4.0,5,7.2,No,0,13.7,Co-Learning Group,Yes,High,5,10,5,Reading,8.2,96
174624,25,Female,Computer Science,3.733205593861168,4.7,0.6,No,80.8,6.5,Fair,7,PhD,Medium,8.3,No,4.0,1,5.9,No,1,11.0,Library,No,High,3,8,7,Kinesthetic,3.3,96
174628,26,Other,Computer Science,1.908717483966059,4.4,2.3,No,72.6,6.3,Fair,2,PhD,Medium,3.5,No,3.85,7,4.3,No,0,9.4,Cafe,Yes,Low,10,10,5,Auditory,4.4,96
174633,18,Female,Computer Science,8.136288317049214,3.4,3.0,Yes,62.1,7.5,Good,5,Some College,Medium,8.2,Yes,3.67,5,6.7,No,5,16.5,Quiet Room,Yes,Medium,5,5,10,Reading,3.5,96
174634,17,Female,Computer Science,3.76833788339763,3.0,1.8,No,60.9,5.5,Good,6,Master,High,7.0,No,2.29,2,5.3,No,4,9.5,Dorm,No,Medium,5,2,10,Auditory,5.7,60
174636,24,Male,Computer Science,2.943218301262318,1.2,2.1,No,66.8,8.2,Fair,2,PhD,Medium,8.7,Yes,3.01,2,4.8,No,0,6.6,Dorm,Yes,Low,9,6,9,Kinesthetic,4.2,73
174655,28,Other,Computer Science,6.099647636528385,0.5,1.7,No,95.0,9.1,Good,3,Some College,Medium,8.0,No,3.58,5,6.8,No,0,9.4,Quiet Room,No,Medium,10,2,10,Kinesthetic,4.8,91
174673,24,Male,Computer Science,7.337018640206187,4.1,1.9,Yes,71.7,8.2,Good,7,High School,Medium,4.6,Yes,4.0,2,5.7,No,1,14.0,Library,Yes,Medium,10,8,7,Visual,2.9,100
174675,19,Female,Computer Science,6.541990814961205,1.2,1.6,No,58.3,7.3,Good,5,Master,High,9.1,Yes,4.0,1,1.9,No,2,10.2,Library,No,Low,10,8,7,Reading,3.9,88
174676,20,Male,Computer Science,3.7677862675253504,0.7,3.3,Yes,76.1,6.1,Good,7,High School,High,6.4,Yes,4.0,5,5.8,No,5,8.7,Cafe,Yes,High,7,9,6,Kinesthetic,8.1,97
174677,22,Female,Computer Science,3.619354250221341,2.7,0.3,No,45.3,5.8,Good,3,Master,High,10.0,No,3.88,6,2.9,No,2,8.1,Cafe,No,Medium,6,4,10,Auditory,6.1,98
174679,24,Male,Computer Science,2.9300807183440654,2.3,1.1,Yes,51.3,7.3,Poor,3,Master,Medium,4.1,No,3.56,2,2.9,No,1,6.6,Library,No,Low,8,8,7,Auditory,2.4,84
174693,24,Female,Computer Science,4.43551704570016,2.8,3.7,No,64.4,10.4,Fair,0,Master,Medium,6.5,No,2.84,7,6.0,No,1,12.1,Dorm,Yes,High,3,5,10,Auditory,4.2,72
174696,21,Female,Computer Science,6.204708121401289,0.7,2.3,Yes,44.8,7.3,Fair,1,Master,High,8.4,No,3.35,7,3.0,No,2,10.3,Dorm,No,High,2,8,7,Auditory,8.5,96
174704,18,Other,Computer Science,4.965941667921063,2.7,1.3,No,54.8,7.9,Poor,6,High School,High,3.6,Yes,4.0,2,5.2,No,3,9.1,Quiet Room,Yes,Medium,5,6,9,Visual,4.5,100
174706,28,Male,Computer Science,6.678430490070873,1.9,3.5,Yes,83.2,8.2,Fair,0,High School,Medium,9.5,No,3.47,5,4.5,No,3,12.6,Quiet Room,Yes,Low,1,1,10,Visual,8.5,91
174708,17,Male,Computer Science,2.989018446343077,1.5,1.0,No,49.7,8.0,Good,0,Master,Low,8.8,No,3.14,7,4.4,No,4,6.5,Cafe,Yes,High,1,6,9,Visual,5.2,77
174711,16,Other,Computer Science,5.732710295805539,3.8,2.9,No,45.2,8.2,Good,1,High School,High,6.0,No,4.0,6,4.7,No,2,12.9,Quiet Room,No,Low,10,5,10,Kinesthetic,2.3,100
174713,18,Male,Computer Science,8.382916988133303,1.0,1.2,No,41.5,5.4,Fair,6,Bachelor,High,10.0,Yes,4.0,2,6.8,No,1,10.7,Co-Learning Group,No,High,5,1,10,Auditory,5.9,100
174717,27,Other,Computer Science,5.184978281907315,4.0,1.3,No,55.9,5.0,Fair,4,PhD,Medium,6.1,Yes,3.45,3,5.9,No,0,11.2,Dorm,No,High,8,3,10,Auditory,5.1,80
174718,20,Female,Computer Science,8.803891178196317,4.3,0.7,No,50.8,6.3,Fair,6,PhD,Low,4.0,Yes,3.59,7,6.3,No,1,14.9,Co-Learning Group,No,High,6,6,9,Visual,2.2,90
174720,18,Female,Computer Science,3.658985421596997,3.3,2.3,No,89.2,6.6,Good,6,High School,Medium,8.0,Yes,3.76,8,5.6,No,2,9.5,Dorm,No,Low,5,8,7,Reading,9.6,97
174725,20,Male,Computer Science,8.263851584663929,2.6,1.9,No,98.4,6.2,Poor,7,High School,Medium,6.8,Yes,3.34,6,5.5,No,5,14.2,Cafe,Yes,Medium,7,3,10,Auditory,1.7,83
174734,20,Other,Computer Science,8.176874972227342,0.2,3.1,No,54.9,10.4,Fair,1,Bachelor,Medium,5.7,No,4.0,2,2.7,No,1,13.4,Quiet Room,No,Medium,2,2,10,Auditory,5.4,91
174739,18,Other,Computer Science,5.016808289061249,3.8,1.4,Yes,70.4,6.7,Good,7,High School,High,7.8,No,4.0,4,2.1,No,5,10.6,Quiet Room,Yes,High,9,2,10,Reading,8.1,88
174741,28,Female,Computer Science,5.235150884008365,3.6,0.3,No,66.5,7.5,Fair,0,Master,High,8.1,Yes,4.0,8,4.1,No,0,9.4,Co-Learning Group,No,Medium,2,9,6,Visual,2.4,97
174742,28,Male,Computer Science,6.028585592432935,2.1,0.3,No,57.7,4.0,Good,7,Some College,Medium,7.9,No,4.0,6,5.5,No,0,9.8,Library,No,Low,8,3,10,Reading,1.4,100
174775,23,Female,Computer Science,1.650397037691913,0.8,3.1,Yes,42.1,5.4,Good,6,Master,Medium,5.2,Yes,3.02,3,6.6,No,2,6.0,Co-Learning Group,No,High,5,9,6,Reading,1.1,75
174776,23,Other,Computer Science,9.119895296885392,1.3,0.5,Yes,71.6,6.8,Good,2,High School,Medium,6.4,Yes,4.0,8,5.0,No,0,12.1,Quiet Room,No,Low,5,7,8,Visual,3.5,99
174777,20,Female,Computer Science,4.037553247383313,2.3,2.3,Yes,69.8,5.7,Fair,4,Bachelor,Low,4.6,Yes,4.0,8,7.0,No,5,10.5,Co-Learning Group,No,Low,8,9,6,Auditory,6.4,94
174788,16,Other,Computer Science,6.628915784016458,3.4,0.4,Yes,73.7,7.3,Good,5,Some College,Low,5.6,Yes,4.0,6,6.7,No,4,12.4,Co-Learning Group,Yes,Low,8,9,6,Auditory,8.4,100
174798,19,Female,Computer Science,5.207099852323821,3.7,1.6,No,50.2,6.4,Good,2,Some College,Low,6.7,No,3.34,8,2.5,No,5,12.4,Co-Learning Group,Yes,Low,7,6,9,Auditory,6.8,77
174799,28,Male,Computer Science,2.0855933748403648,0.3,2.8,No,87.5,5.7,Poor,7,High School,High,4.8,Yes,4.0,3,2.0,No,1,5.6,Cafe,Yes,Low,10,9,6,Visual,1.3,100
174801,16,Other,Computer Science,1.867130764715586,4.5,2.3,Yes,46.6,8.4,Fair,2,Some College,Medium,3.7,No,4.0,5,9.4,No,0,9.1,Cafe,Yes,Medium,8,6,9,Auditory,4.2,93
174802,17,Other,Computer Science,8.516609701555115,4.2,0.3,Yes,49.5,8.6,Poor,6,Bachelor,Low,3.7,Yes,4.0,6,5.2,No,3,13.0,Co-Learning Group,Yes,Medium,9,10,5,Auditory,2.2,92
174803,24,Other,Computer Science,5.255061398504864,4.9,3.6,No,57.1,5.2,Poor,7,High School,Low,6.0,No,4.0,3,5.4,No,5,14.9,Library,Yes,Medium,9,6,9,Kinesthetic,1.6,100
174804,21,Other,Computer Science,3.103049752483253,4.5,0.4,No,83.2,8.8,Good,0,Bachelor,Low,6.6,Yes,4.0,1,6.6,No,2,8.6,Dorm,Yes,Medium,4,9,6,Reading,6.3,100
174808,25,Male,Computer Science,6.317664347683898,4.7,3.3,Yes,82.9,7.2,Good,2,High School,High,4.5,No,3.32,6,4.0,No,4,15.5,Co-Learning Group,No,Low,2,7,8,Visual,8.3,82
174818,17,Male,Computer Science,3.5524785176523386,2.5,3.5,Yes,76.9,7.4,Fair,2,High School,Low,7.6,Yes,4.0,2,9.5,No,1,11.5,Cafe,Yes,High,6,5,10,Auditory,5.5,100
174826,19,Other,Computer Science,10.16680002317221,2.1,4.0,No,62.5,4.9,Good,7,PhD,Medium,4.9,Yes,4.0,2,3.2,No,4,16.6,Quiet Room,No,High,1,5,10,Reading,2.7,96
174828,22,Male,Computer Science,6.101203664811308,5.0,3.4,Yes,42.3,4.8,Good,3,Master,High,8.6,No,4.0,6,6.2,No,3,15.5,Quiet Room,No,Low,2,5,10,Auditory,1.3,91
174846,25,Male,Computer Science,5.480434483641652,3.4,1.0,No,51.4,5.7,Poor,1,Master,Low,7.5,No,4.0,1,4.5,No,3,10.6,Cafe,No,Low,10,8,7,Visual,2.3,100
174852,20,Female,Computer Science,1.728669782729754,0.8,2.8,Yes,45.0,6.7,Poor,1,PhD,Low,3.4,No,3.53,5,2.0,No,2,6.4,Library,No,Low,8,2,10,Auditory,5.8,91
174854,16,Female,Computer Science,1.414156827369144,0.4,2.9,Yes,71.5,7.3,Fair,0,Bachelor,Low,7.3,No,4.0,1,5.9,No,1,4.9,Quiet Room,Yes,Low,6,6,9,Visual,8.8,100
174858,18,Female,Computer Science,5.8351922222777,3.8,3.7,Yes,97.6,5.2,Good,1,PhD,Low,6.1,No,4.0,3,6.9,No,3,14.5,Quiet Room,No,Low,7,4,10,Reading,6.9,100
174859,26,Female,Computer Science,8.414776639511636,2.5,1.1,No,66.1,5.1,Poor,1,High School,Low,3.3,Yes,4.0,2,1.9,No,4,13.7,Co-Learning Group,No,High,9,1,10,Reading,5.1,100
174865,16,Other,Computer Science,3.640893501574449,3.2,0.6,Yes,92.8,7.8,Poor,1,Master,High,9.3,Yes,4.0,3,2.8,No,1,7.8,Cafe,Yes,Low,5,4,10,Reading,8.3,94
174871,27,Female,Computer Science,8.392042559194953,4.7,2.9,No,96.8,6.3,Poor,6,PhD,Medium,10.0,Yes,4.0,2,4.2,No,0,17.3,Quiet Room,No,High,2,2,10,Visual,6.0,87
174880,17,Other,Computer Science,6.894994216863911,2.0,3.7,Yes,44.9,4.6,Poor,7,Some College,Medium,6.3,No,3.67,1,7.2,No,2,13.8,Co-Learning Group,No,High,4,3,10,Kinesthetic,9.8,97
174881,16,Female,Computer Science,4.969067470337967,3.2,0.8,No,44.6,6.4,Fair,4,Master,Medium,8.1,Yes,3.51,7,2.2,No,1,9.2,Cafe,No,Low,10,10,5,Auditory,4.3,84
174883,27,Male,Computer Science,3.725534681572353,2.4,2.1,Yes,49.6,10.2,Good,4,Some College,Medium,4.5,Yes,3.78,7,5.8,No,3,8.3,Library,Yes,Medium,3,9,6,Kinesthetic,6.6,97
174888,21,Male,Computer Science,7.718560916812301,0.9,1.2,Yes,44.7,5.6,Fair,4,Bachelor,Medium,3.5,No,4.0,6,5.2,No,5,10.9,Co-Learning Group,Yes,Medium,8,3,10,Auditory,5.0,98
174892,23,Female,Computer Science,0.4209441676619768,2.9,1.0,Yes,80.1,9.1,Good,4,Some College,High,6.6,Yes,3.19,8,5.0,No,3,4.9,Library,No,Low,4,6,9,Auditory,4.2,75
174902,23,Male,Computer Science,0.0,1.3,0.3,No,57.5,4.3,Good,1,PhD,High,8.8,No,3.97,4,6.3,No,4,2.7,Quiet Room,Yes,Medium,7,5,10,Auditory,4.7,98
174903,27,Female,Computer Science,7.964966485956019,1.3,3.7,Yes,93.5,8.0,Fair,6,Bachelor,Low,7.9,Yes,4.0,6,6.0,No,0,13.8,Library,No,Low,3,4,10,Auditory,9.2,89
174908,27,Male,Computer Science,7.380418229523672,2.8,2.0,Yes,42.8,7.5,Good,4,Master,Medium,7.0,Yes,4.0,3,6.8,No,0,13.9,Library,Yes,Medium,3,1,10,Kinesthetic,2.1,100
174920,28,Other,Computer Science,3.0136845070838607,2.6,3.5,Yes,53.3,8.2,Good,2,PhD,Low,8.8,No,3.01,4,5.1,No,1,9.7,Dorm,Yes,Medium,3,3,10,Reading,2.6,74
174922,23,Female,Computer Science,5.3772526550363855,3.5,0.9,No,78.0,10.4,Good,3,Master,Low,5.0,No,4.0,7,2.8,No,2,10.9,Library,No,Medium,1,6,9,Auditory,6.2,93
174929,25,Male,Computer Science,8.020130890258264,4.3,2.0,No,71.7,7.9,Fair,3,PhD,Medium,7.7,Yes,4.0,8,5.2,No,5,15.1,Library,Yes,Medium,1,7,8,Kinesthetic,4.1,96
174934,26,Male,Computer Science,3.213874739047463,4.1,3.8,Yes,96.0,5.9,Fair,5,PhD,Low,5.4,No,4.0,1,5.6,No,0,12.1,Co-Learning Group,Yes,High,1,9,6,Kinesthetic,7.0,93
174939,17,Other,Computer Science,4.909265596322356,2.0,1.1,Yes,82.3,7.8,Good,2,High School,High,9.0,No,3.78,7,1.5,No,2,8.9,Cafe,No,Low,6,5,10,Auditory,7.1,92
174943,19,Other,Computer Science,3.7498957035065295,4.7,3.1,Yes,68.1,7.3,Good,4,High School,High,5.7,Yes,2.98,2,2.8,No,4,12.3,Library,No,Medium,3,2,10,Auditory,2.3,70
174956,27,Other,Computer Science,4.39844304307004,4.1,0.6,No,50.0,7.6,Fair,0,High School,Low,8.2,Yes,2.96,3,3.5,No,1,10.3,Library,No,High,2,2,10,Kinesthetic,6.5,66
174961,22,Female,Computer Science,3.2696711171501387,0.2,3.8,No,82.2,9.0,Fair,3,Master,Low,3.0,No,4.0,7,5.3,No,4,8.1,Dorm,Yes,High,3,7,8,Reading,2.4,100
174973,23,Male,Computer Science,3.2872065357419404,2.9,3.5,No,83.4,8.2,Poor,4,Bachelor,Low,4.8,Yes,3.12,2,8.6,No,2,11.4,Cafe,No,Low,6,8,7,Reading,4.1,72
174976,16,Female,Computer Science,5.200147366124557,4.9,0.5,Yes,81.1,8.3,Good,3,Master,Low,7.8,Yes,4.0,7,3.4,No,3,10.7,Quiet Room,Yes,High,8,5,10,Reading,6.4,92
174977,20,Female,Computer Science,6.536415804778243,4.8,1.7,No,93.9,5.4,Fair,5,Some College,High,3.2,Yes,3.64,4,3.5,No,0,14.9,Library,No,Low,3,10,5,Visual,6.8,98
174982,20,Other,Computer Science,2.5098117142393948,3.0,0.5,Yes,62.0,6.6,Poor,3,High School,Medium,5.7,No,3.92,4,4.6,No,2,7.2,Library,Yes,High,2,2,10,Visual,1.6,96
175000,17,Male,Computer Science,4.570764001524642,1.7,0.3,Yes,66.9,7.4,Good,3,Bachelor,Medium,2.5,No,3.6,3,9.5,No,4,7.9,Co-Learning Group,Yes,Medium,9,6,9,Reading,9.1,97
175004,24,Male,Computer Science,2.042149352545988,0.4,3.7,No,42.2,5.7,Good,2,Master,Medium,6.6,No,3.23,2,3.3,No,2,7.2,Quiet Room,Yes,Low,6,4,10,Kinesthetic,9.6,77
175005,19,Female,Computer Science,1.6844377448573675,3.5,1.7,Yes,57.7,7.2,Good,4,PhD,Low,6.5,Yes,3.47,8,3.0,No,3,8.6,Quiet Room,No,Low,4,7,8,Kinesthetic,3.7,84
175012,19,Female,Computer Science,7.774975274377376,1.4,2.8,Yes,67.5,5.6,Fair,7,Master,Medium,6.8,No,4.0,7,5.2,No,5,13.9,Library,Yes,High,6,2,10,Reading,2.8,100
175016,19,Other,Computer Science,5.407257849921361,2.3,0.1,No,64.8,6.7,Good,7,Master,Low,8.8,No,3.51,6,5.6,No,5,8.0,Co-Learning Group,Yes,High,6,9,6,Kinesthetic,2.2,88
175019,28,Other,Computer Science,1.3683125284747053,1.0,0.3,Yes,82.8,7.4,Good,7,PhD,Medium,5.7,No,3.58,6,8.4,No,2,4.6,Co-Learning Group,Yes,Low,10,4,10,Visual,6.2,83
175025,16,Other,Computer Science,6.1411718366386685,1.6,2.3,No,76.2,10.2,Poor,3,PhD,Low,8.5,Yes,4.0,4,5.2,No,0,11.8,Library,Yes,High,1,7,8,Reading,8.1,100
175037,21,Male,Computer Science,6.936112768495578,3.6,2.4,Yes,86.8,6.8,Fair,5,Master,Medium,7.3,Yes,4.0,1,2.8,No,1,14.6,Quiet Room,Yes,High,3,7,8,Visual,7.8,100
175039,17,Other,Computer Science,4.596002203139699,1.7,1.1,No,68.0,7.7,Poor,4,Bachelor,High,6.5,Yes,3.16,6,4.8,No,4,8.6,Dorm,Yes,Medium,1,3,10,Auditory,1.7,82
175047,18,Female,Computer Science,5.437467902443434,2.8,2.8,No,79.4,11.5,Fair,0,Master,High,9.2,No,2.78,3,5.7,No,0,11.5,Dorm,No,Low,3,6,9,Auditory,9.8,72
175048,18,Female,Computer Science,8.058996835104269,0.6,2.6,No,65.5,10.0,Good,1,Some College,Low,5.7,No,3.66,8,3.5,No,5,12.6,Cafe,Yes,High,6,6,9,Kinesthetic,3.3,93
175049,24,Other,Computer Science,1.5706804470686857,5.0,3.3,No,45.7,9.0,Good,4,PhD,Medium,7.9,No,3.97,5,5.4,No,0,11.1,Co-Learning Group,Yes,Medium,7,2,10,Reading,4.5,95
175062,24,Male,Computer Science,3.075923332533093,0.7,3.3,No,76.8,6.7,Good,1,PhD,Medium,7.1,Yes,3.59,6,8.9,No,5,8.5,Co-Learning Group,Yes,Low,5,9,6,Visual,3.4,92
175068,21,Female,Computer Science,0.8296481180923748,4.9,3.6,No,46.7,8.7,Good,0,Some College,Medium,10.0,Yes,3.13,1,7.0,No,0,11.2,Cafe,No,Low,10,3,10,Reading,2.0,75
175077,16,Other,Computer Science,3.741723827207085,1.4,0.1,Yes,97.9,6.5,Good,6,Some College,High,7.5,No,4.0,3,6.2,No,2,5.8,Dorm,Yes,Medium,7,10,5,Visual,6.6,93
